Checked,Name,Formula,Annotation Source: Predicted Compositions,Annotation Source: mzCloud Search,Annotation Source: Metabolika Search,FISh Coverage,Molecular Weight,RT [min],Area (Max.),# mzCloud Results,# Metabolika Pathways,Metabolika Pathways,mzCloud Best Match,mzCloud Best Sim. Match,MS2,Group Area: F3
TRUE,"(2R,3R,4S,5S,6R)-2-{[(1S,6S,9S,10R,14R)-14-hydroxy-5,5,9,14-tetramethyltetracyclo[11.2.1.0?a,?a?Å°„.0?Å?,?Åa]hexadecan-6-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol",C26 H44 O7,No match,Invalid mass,No results,,490.29036,15.204,19516907.11,1,0,,75.3,,DDA for preferred ion,19516907.11
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"(2R,3R,4S,5S,6R)-2-{[(1S,6S,9S,10R,14R)-14-hydroxy-5,5,9,14-tetramethyltetracyclo[11.2.1.0?a,?a?Å°„.0?Å?,?Åa]hexadecan-6-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol",C26 H44 O7,468.3087,84.1,,Autoprocessed-1868,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,4-Indolecarbaldehyde,C9 H7 N O,Full match,Full match,No results,,145.05264,9.925,19316237.3,1,0,,95,,DDA for preferred ion,19316237.3
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,4-Indolecarbaldehyde,C9 H7 N O,145.05276,95,,Reference-1723,,,Reference,,,,,,
TRUE,NP-015947,C20 H30 O8,No match,Invalid mass,No results,,420.17537,8.058,19118158.95,3,0,,82.4,,DDA for preferred ion,19118158.95
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,NP-015947,C20 H30 O8,398.19407,82.4,,Autoprocessed-7915,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"1,2-di[3-(benzyloxy)benzylidene]hydrazine",C28 H24 N2 O2,420.18378,81.9,,Autoprocessed-5144,,,Autoprocessed,,,,,,
,TRUE,NP-003749,C23 H29 Cl O5,420.17035,77.3,,Autoprocessed-7832,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,"(11E,15Z)-9,10,13-trihydroxyoctadeca-11,15-dienoic acid",C18 H32 O5,No match,Invalid mass,No results,,350.20625,12.459,18989416.38,8,0,,92.3,,DDA for preferred ion,18989416.38
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Andrographolide,C20 H30 O5,350.20932,92.1,,Reference-6152,C20214,Endogenous Metabolites; Natural Products/Medicines,Reference,,,,,,
,TRUE,2-[({[4-({[(2-hydroxyphenyl)methylene]amino}methyl)cyclohexyl]methyl}imino)methyl]phenol,C22 H26 N2 O2,350.19943,92.1,,Reference-7029,,,Reference,,,,,,
,TRUE,"N-({(2R,4S,5R)-5-[3-(4-Methoxyphenyl)-1-methyl-1H-pyrazol-5-yl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)acetamide",C21 H28 N4 O2,368.22123,91.9,,Reference-9053,,,Reference,,,,,,
,TRUE,"N-({(2R,4S,5R)-5-[3-(2-Methoxyphenyl)-1-methyl-1H-pyrazol-5-yl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)acetamide",C21 H28 N4 O2,368.22123,91.6,,Reference-9050,,,Reference,,,,,,
,TRUE,"(11E,15Z)-9,10,13-trihydroxyoctadeca-11,15-dienoic acid",C18 H32 O5,328.22497,92.3,,Autoprocessed-1416,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-3,4,4a,5,6,7,8,8a-octahydronaphthalene-1-carboxylic acid",C20 H30 O5,350.20932,85,,Autoprocessed-2779,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,4-(acetyloxy)-8-[3-oxo-2-(pent-2-en-1-yl)cyclopent-1-en-1-yl]octanoic acid,C20 H30 O5,350.20932,78.5,,Autoprocessed-2915,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"9,16-dihydroxy-6-(hydroxymethyl)-2,6,11-trimethyl-15-oxatetracyclo[8.7.0.0??,?Å°§.0?a??,?a?Å?]heptadec-12-en-14-one",C20 H30 O5,350.20932,71,,Autoprocessed-2694,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,Lariciresinol 4-O-glucoside,C26 H34 O11,No match,Invalid mass,No results,,544.1917,8.255,18908000.7,2,0,,93.9,,DDA for preferred ion,18908000.7
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Lariciresinol 4-O-glucoside,C26 H34 O11,522.21011,93.9,,Reference-7389,,,Reference,,,,,,
,TRUE,"2-(hydroxymethyl)-6-{5-[3-(hydroxymethyl)-5-(3-hydroxypropyl)-7-methoxy-2,3-dihydro-1-benzofuran-2-yl]-2-methoxyphenoxy}oxane-3,4,5-triol",C26 H34 O11,522.21011,93.7,,Autoprocessed-6629,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,4'-Methoxyacetophenone,C9 H10 O2,Full match,Full match,Partial match,,150.06777,9.091,18474559.99,3,2,Other,95.2,,DDA for preferred ion,18474559.99
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,4'-Methoxyacetophenone,C9 H10 O2,150.06808,96.6,,Reference-6574,,Endogenous Metabolites; Excipients/Additives/Colorants,Reference,,,,,,
,TRUE,4-Ethoxybenzaldehyde,C9 H10 O2,150.06808,95.5,,Reference-6569,,Endogenous Metabolites; Excipients/Additives/Colorants,Reference,,,,,,
,TRUE,"1-(4-hydroxyphenyl)propane-1,2-diol",C9 H12 O3,168.07864,79.8,,Autoprocessed-2405,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,Norgestrel,C21 H28 O2,Full match,Full match,No results,,312.20859,9.897,18423373.53,1,0,,69.9,,DDA for preferred ion,18423373.53
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Norgestrel,C21 H28 O2,312.20893,69.9,,Reference-2892,,Therapeutics/Prescription Drugs,Reference,,,,,,
TRUE,Maltotriose,C18 H32 O16,Not the top hit,Full match,No results,,504.16782,1.738,18158974.69,2,0,,90.9,,DDA for preferred ion,18158974.69
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Melezitose,C18 H32 O16,504.16903,85.8,,Reference-788,C08243,Endogenous Metabolites,Reference,,,,,,
,TRUE,Maltotriose,C18 H32 O16,504.16903,90.9,,Reference-1244,C01835,Endogenous Metabolites,Reference,,,,,,
TRUE,"17-(1-Hydroxyethyl)-10,13-dimethyl-2,3,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-one",C21 H32 O2,Not the top hit,Full match,Partial match,,316.23989,14.483,17687943.29,1,1,Superpathway of steroid hormone biosynthesis,88.4,,DDA for preferred ion,17687943.29
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"17-(1-Hydroxyethyl)-10,13-dimethyl-2,3,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-one",C21 H32 O2,316.24023,98.1,,Reference-6782,C04042,,Reference,,,,,,
TRUE,L-Aspartic acid,C4 H7 N O4,Full match,Full match,Full match,,133.03742,1.515,17490638.95,2,30,"Superpathway of indole-3-acetate conjugate biosynthesis;Superpathway of purine nucleotide salvage;Aspartate superpathway;Superpathway of L-citrulline metabolism;Superpathway of arginine and polyamine biosynthesis;Superpathway of histidine, purine, and pyrimidine biosynthesis;Other",91.4,,DDA for preferred ion,17490638.95
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,L-Aspartic acid,C4 H7 N O4,133.03751,91.4,,Reference-462,C00049,Endogenous Metabolites,Reference,,,,,,
,TRUE,D-(-)-Aspartic acid,C4 H7 N O4,133.03751,90.5,,Reference-3172,C00402,Endogenous Metabolites; Natural Products/Medicines; Personal Care Products/Cosmetics,Reference,,,,,,
TRUE,"17-(1-Hydroxyethyl)-10,13-dimethyl-2,3,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-one",C21 H32 O2,Not the top hit,Full match,Partial match,,316.23985,11.805,17205973.21,1,1,Superpathway of steroid hormone biosynthesis,98.1,,DDA for preferred ion,17205973.21
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"17-(1-Hydroxyethyl)-10,13-dimethyl-2,3,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-one",C21 H32 O2,316.24023,98.1,,Reference-6782,C04042,,Reference,,,,,,
TRUE,trans-3-Hexenoic acid,C6 H10 O2,Full match,Full match,No results,,114.06825,6.898,17104546.41,2,0,,64,,DDA for preferred ion,17104546.41
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,trans-3-Hexenoic acid,C6 H10 O2,114.06808,67.1,,Reference-2539,,Excipients/Additives/Colorants; Endogenous Metabolites,Reference,,,,,,
,TRUE,Oxepanone,C6 H10 O2,114.06808,66.5,,Reference-7295,,Extractables/Leachables,Reference,,,,,,
TRUE,(+)-ar-Turmerone,C15 H20 O,Full match,Full match,No results,,216.15112,13.847,16905393.13,1,0,,72.4,,DDA for preferred ion,16905393.13
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,(+)-ar-Turmerone,C15 H20 O,216.15142,72.4,,Reference-6219,,Endogenous Metabolites; Natural Products/Medicines,Reference,,,,,,
TRUE,"1,4:3,6-Dianhydro-2-[(cyclohexylcarbonyl)amino]-2,5-dideoxy-5-{[4-(3-fluorophenyl)-2-pyrimidinyl]amino}-L-iditol",C23 H27 F N4 O3,No match,Invalid mass,No results,,448.19167,8.093,16401537.46,2,0,,95.9,,DDA for preferred ion,16401537.46
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"1,4:3,6-Dianhydro-2-[(cyclohexylcarbonyl)amino]-2,5-dideoxy-5-{[4-(3-fluorophenyl)-2-pyrimidinyl]amino}-L-iditol",C23 H27 F N4 O3,426.20672,96.2,,Reference-8954,,,Reference,,,,,,
,TRUE,"2-{(3R,4S)-3-Ethyl-1-[(4-methoxyphenyl)sulfonyl]-4-piperidinyl}-N-(4-fluorobenzyl)acetamide",C23 H29 F N2 O4 S,448.18321,95.1,,Reference-8894,,,Reference,,,,,,
TRUE,Pyridoxine,C8 H11 N O3,Full match,Full match,Full match,,169.07384,3.012,16223780.03,4,1,Other,90.6,,DDA for preferred ion,16223780.03
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Pyridoxine,C8 H11 N O3,169.07389,93.7,,Reference-570,C00314,Endogenous Metabolites,Reference,,,,,,
,TRUE,Pyridoxine,C8 H11 N O3,169.07389,93.7,,Reference-570,C00314,Endogenous Metabolites,Reference,,,,,,
,TRUE,Norepinephrine,C8 H11 N O3,169.07389,83,,Reference-318,C00547,Endogenous Metabolites,Reference,,,,,,
,TRUE,Norepinephrine,C8 H11 N O3,169.07389,83,,Reference-318,C00547,Endogenous Metabolites,Reference,,,,,,
TRUE,trans-3-Hexenoic acid,C6 H10 O2,Full match,Full match,No results,,114.06825,7.711,16078600.78,2,0,,64.8,,DDA for preferred ion,16078600.78
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,trans-3-Hexenoic acid,C6 H10 O2,114.06808,67.1,,Reference-2539,,Excipients/Additives/Colorants; Endogenous Metabolites,Reference,,,,,,
,TRUE,Oxepanone,C6 H10 O2,114.06808,66.5,,Reference-7295,,Extractables/Leachables,Reference,,,,,,
TRUE,Methocarbamol,C11 H15 N O5,No match,Invalid mass,No results,,263.07433,6.2,16071583.46,2,0,,62.1,,DDA for preferred ion,16071583.46
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Gemcitabine,C9 H11 F2 N3 O4,263.07176,60.4,,Reference-1047,C07650,Therapeutics/Prescription Drugs,Reference,,,,,,
,TRUE,Methocarbamol,C11 H15 N O5,241.09502,62.1,,Autoprocessed-1911,,,Autoprocessed,,,,,,
TRUE,"3-(4-hydroxyphenyl)-5-methoxy-7-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4H-chromen-4-one",C22 H22 O10,No match,Full match,No results,,446.12071,10.333,15983661.16,5,0,,97.6,,DDA for preferred ion,15983661.16
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Rutarin,C20 H24 O10,424.13695,97,,Reference-7423,C09309,,Reference,,,,,,
,TRUE,Glycitin,C22 H22 O10,446.1213,97.6,,Reference-6137,C16195,Endogenous Metabolites,Reference,,,,,,
,TRUE,"3-(4-hydroxyphenyl)-7-methoxy-5-{[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4H-chromen-4-one",C22 H22 O10,446.1213,97.6,,Autoprocessed-2815,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"3-(4-hydroxyphenyl)-5-methoxy-7-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4H-chromen-4-one",C22 H22 O10,446.1213,97.6,,Autoprocessed-2296,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[(1R,12R)-5,7,11,19-tetraoxapentacyclo[10.8.0.0??,?a?Å°„.0?Å?,?Å?.0?a?l,?a?Å?]icosa-2(10),3,8,13,15,17-hexaen-16-yloxy]oxane-3,4,5-triol",C22 H22 O10,446.1213,96.6,,Autoprocessed-2685,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,"2-{[1-hydroxy-1-(4-methoxyphenyl)propan-2-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol",C16 H24 O8,No match,Invalid mass,No results,,366.12865,7.09,15923456.58,7,0,,95.7,,DDA for preferred ion,15923456.58
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,2-Methyl-N-(2-morpholino-3-pyridinyl)-6-(trifluoromethyl)nicotinamide,C17 H17 F3 N4 O2,366.13036,95.4,,Reference-5661,,,Reference,,,,,,
,TRUE,"2-{[1-hydroxy-1-(4-methoxyphenyl)propan-2-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol",C16 H24 O8,344.14712,95.7,,Autoprocessed-6622,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,"N2,N6-di(4-methoxyphenyl)-3-nitropyridine-2,6-diamine",C19 H18 N4 O4,366.13281,95.7,,Autoprocessed-378,,,Autoprocessed,,,,,,
,TRUE,"1,7-bis(4-hydroxyphenyl)-5-methoxyheptan-3-one",C20 H24 O4,328.16746,94.6,,Autoprocessed-3108,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,NP-020869,C20 H24 O4,328.16746,77.3,,Autoprocessed-8106,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,NP-020868,C20 H24 O4,328.16746,73.4,,Autoprocessed-8118,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,2-(methylsulfanyl)-4-quinazolinamine,C9 H9 N3 S,191.05172,60.9,,Autoprocessed-5759,,,Autoprocessed,,,,,,
TRUE,"(1R,9R)-5-(2-Methylphenyl)-11-(propylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one",C21 H26 N2 O3 S,No match,Invalid mass,No results,,386.17009,12.203,15825246.61,3,0,,83.6,,DDA for preferred ion,15825246.61
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"(1R,9R)-5-(2-Methylphenyl)-11-(propylsulfonyl)-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one",C21 H26 N2 O3 S,386.16641,83.6,,Reference-8849,,,Reference,,,,,,
,TRUE,5-fluoro AB-PINACA N-(4-hydroxypentyl) metabolite,C18 H25 F N4 O3,364.19107,82,,Reference-8476,,Drugs of Abuse/Illegal Drugs; Sports Doping Drugs,Reference,,,,,,
,TRUE,"4,5-diphenyl-2-(3,4,5-trimethoxyphenyl)-1H-imidazole",C24 H22 N2 O3,386.16304,83.5,,Autoprocessed-5829,,,Autoprocessed,,,,,,
TRUE,"4-(dimethylamino)-1,1-diphenylbut-3-en-2-one",C18 H19 N O,No match,Invalid mass,No results,,265.15224,1.418,15822231.53,2,0,,84.8,,DDA for preferred ion,15822231.53
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"4-(dimethylamino)-1,1-diphenylbut-3-en-2-one",C18 H19 N O,265.14666,84.8,,Autoprocessed-5962,,,Autoprocessed,,,,,,
,TRUE,"1-adamantyl(1,4-thiazinan-4-yl)methanone",C15 H23 N O S,265.15004,72,,Autoprocessed-689,,,Autoprocessed,,,,,,
TRUE,"(11E,15Z)-9,10,13-trihydroxyoctadeca-11,15-dienoic acid",C18 H32 O5,No match,Invalid mass,No match,,310.21388,12.467,15818291.95,2,1,Superpathway of lipoxygenase,75.9,,DDA for preferred ion,15818291.95
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"(11E,15Z)-9,10,13-trihydroxyoctadeca-11,15-dienoic acid",C18 H32 O5,328.22497,92.3,,Autoprocessed-1416,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,NP-020214,C16 H32 O4,288.23006,71.9,,Autoprocessed-7823,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,Diphenylamine,C12 H11 N,Full match,Full match,No results,,169.08891,13.993,15471310.6,2,0,,93.2,,DDA for preferred ion,15471310.6
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Diphenylamine,C12 H11 N,169.08915,93.2,,Reference-1333,C11016,Excipients/Additives/Colorants,Reference,,,,,,
,TRUE,4-Aminobiphenyl,C12 H11 N,169.08915,92.2,,Reference-1847,C10998,Extractables/Leachables; Textile Chemicals/Auxiliary/Dyes; Industrial Chemicals,Reference,,,,,,
TRUE,Deoxycorticosterone 21-glucoside,C27 H40 O8,No match,Invalid mass,No results,,492.26924,13.122,15137338.62,1,0,,83.8,,DDA for preferred ion,15137338.62
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Deoxycorticosterone 21-glucoside,C27 H40 O8,492.27232,83.8,,Reference-390,,Endogenous Metabolites,Reference,,,,,,
TRUE,"6-{3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl}-4-methoxy-2H-1,3-benzodioxole",C24 H32 O7,No match,Invalid mass,No results,,470.17641,7.601,15082617.37,2,0,,85.9,,DDA for preferred ion,15082617.37
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"6-{3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl}-4-methoxy-2H-1,3-benzodioxole",C24 H32 O7,432.2148,85.9,,Autoprocessed-3006,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,1-(9H-fluoren-9-yl)-4-[(5-methyl-1-phenyl-1H-pyrazol-4-yl)sulfonyl]piperazine,C27 H26 N4 O2 S,470.17765,68.6,,Autoprocessed-4235,,,Autoprocessed,,,,,,
TRUE,"N1-(3-{[(2,2-dimethylhydrazino)carbonyl]amino}-4-methylphenyl)-2,2-dimethylhydrazine-1-carboxamide",C13 H22 N6 O2,Full match,Full match,No results,,294.18047,9.684,14971877.4,1,0,,87.8,,DDA for preferred ion,14971877.4
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,"N1-(3-{[(2,2-dimethylhydrazino)carbonyl]amino}-4-methylphenyl)-2,2-dimethylhydrazine-1-carboxamide",C13 H22 N6 O2,294.18042,87.8,,Autoprocessed-5365,,,Autoprocessed,,,,,,
TRUE,Acetyl-L-carnitine,C9 H17 N O4,Full match,Full match,No results,,203.1155,1.767,14902471.21,2,0,,86.1,,DDA for preferred ion,14902471.21
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Acetyl-L-carnitine,C9 H17 N O4,203.11576,96.6,,Reference-879,,Endogenous Metabolites,Reference,,,,,,
,TRUE,Acetyl-L-carnitine,C9 H17 N O4,203.11576,96.6,,Reference-879,,Endogenous Metabolites,Reference,,,,,,
TRUE,Pyridoxamine 5-phosphate,C8 H13 N2 O5 P,No match,Invalid mass,No results,,248.05341,6.81,14886546.72,1,0,,95.4,,DDA for preferred ion,14886546.72
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Pyridoxamine 5-phosphate,C8 H13 N2 O5 P,248.05621,95.4,,Reference-569,C00647,Endogenous Metabolites,Reference,,,,,,
TRUE,2-Hydroxycinnamic acid,C9 H8 O3,No match,Invalid mass,No results,,146.03638,11.947,14857497.38,1,0,,60.2,,DDA for preferred ion,14857497.38
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,2-Hydroxycinnamic acid,C9 H8 O3,164.04734,65.8,,Reference-168,C01772,Endogenous Metabolites,Reference,,,,,,
TRUE,Maltotetraose,C24 H42 O21,No match,Invalid mass,No results,,688.20244,1.727,14750903.26,1,0,,62.8,,DDA for preferred ion,14750903.26
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Maltotetraose,C24 H42 O21,666.22186,62.8,,Reference-6136,,Endogenous Metabolites,Reference,,,,,,
TRUE,Indole,C8 H7 N,Full match,Full match,Full match,,117.05799,6.834,14127606.25,2,4,Superpathway of chorismate metabolism;Superpathway of aromatic amino acid biosynthesis;Other,70.9,,DDA for preferred ion,14127606.25
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Indole,C8 H7 N,117.05785,70.9,,Reference-444,C00463,Endogenous Metabolites,Reference,,,,,,
,TRUE,4-Ethynylaniline,C8 H7 N,117.05785,68,,Reference-1394,,,Reference,,,,,,
TRUE,JP104,C25 H30 N2 O3,No match,Invalid mass,No results,,406.23256,12.614,13929790.37,1,0,,64.5,,DDA for preferred ion,13929790.37
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,JP104,C25 H30 N2 O3,406.22564,68.8,,Reference-5515,,Drugs of Abuse/Illegal Drugs,Reference,,,,,,
TRUE,Oleoyl ethanolamide,C20 H39 N O2,No match,Invalid mass,No results,,331.308,12.559,13799076.28,1,0,,87.6,,DDA for preferred ion,13799076.28
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Oleoyl ethanolamide,C20 H39 N O2,325.29808,87.6,,Reference-6838,C20792,,Reference,,,,,,
TRUE,Ageratriol,C15 H24 O3,No match,Invalid mass,No match,,234.16174,12.403,13530611.94,3,1,Superpathway of trichothecene biosynthesis,71.3,,DDA for preferred ion,13530611.94
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Ageratriol,C15 H24 O3,252.17254,89.4,,Reference-8014,,,Reference,,,,,,
,TRUE,NP-000294,C15 H22 O2,234.16198,88.7,,Autoprocessed-5626,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
,TRUE,NP-008095,C15 H24 O3,252.17254,88.3,,Autoprocessed-5644,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,10-HDA,C10 H18 O3,No match,Invalid mass,No results,,168.11481,9.698,13246139.4,2,0,,76.2,,DDA for preferred ion,13246139.4
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,10-HDA,C10 H18 O3,186.12559,76.2,,Reference-6701,,,Reference,,,,,,
,TRUE,NP-011223,C10 H18 O3,186.12559,68.6,,Autoprocessed-8228,,Endogenous Metabolites; Natural Products/Medicines,Autoprocessed,,,,,,
TRUE,Genistein,C15 H10 O5,Full match,Full match,Not the top hit,,270.05177,9.235,13137672.1,14,2,Superpathway of isoflavonoids (via naringenin);Other,98.5,,DDA for preferred ion,13137672.1
,Checked,Name,Formula,Molecular Weight,Best Match,Best Sim. Match,mzCloud ID,KEGG ID,Compound Class,mzCloud Library,,,,,,
,TRUE,Aloe-emodin,C15 H10 O5,270.05282,94.5,,Reference-5840,C10294,Endogenous Metabolites,Reference,,,,,,
,TRUE,Emodin,C15 H10 O5,270.05282,98,,Reference-1218,C10343,Endogenous Metabolites; Natural Products/Medicines,Reference,,,,,,
,TRUE,"5,7,8-Trihydroxyflavone",C15 H10 O5,270.05282,98,,Reference-7680,C10113,,Reference,,,,,,
,TRUE,Galangin,C15 H10 O5,270.05282,98,,Reference-6197,C10044,Endogenous Metabolites; Natural Products/Medicines,Reference,,,,,,
